A0 2 40 5
A1 2 40 5
A2 2 40 5
A3 2 40 5
A4 2 0 0
A5 2 0 0
A6 2 40 5
A7 2 40 5
A8 2 40 5
A9 2 40 5
B0 2 40 5
B1 2 40 5
B2 2 40 5
B3 2 40 5
B4 2 0 0
B5 2 0 0
B6 2 40 5
B7 2 40 5
B8 2 40 5
B9 2 40 5
C0 0.666667 40 5
C1 0.666667 40 5
C2 0.666667 40 5
C3 0.666667 40 5
C4 0.666667 0 0
C5 0.666667 0 0
C6 0.666667 40 5
C7 0.666667 40 5
C8 0.666667 40 5
C9 0.666667 40 5
D0 0.666667 40 5
D1 0.666667 40 5
D2 0.666667 40 5
D3 0.666667 40 5
D4 0.666667 0 0
D5 0.666667 0 0
D6 0.666667 40 5
D7 0.666667 40 5
D8 0.666667 40 5
D9 0.666667 40 5
E0 1 40 5
E1 1 40 5
E2 1 40 5
E3 1 40 5
E4 1 0 0
E5 1 0 0
E6 1 40 5
E7 1 40 5
E8 1 40 5
E9 1 40 5
F0 1 40 5
F1 1 40 5
F2 1 40 5
F3 1 40 5
F4 1 0 0
F5 1 0 0
F6 1 40 5
F7 1 40 5
F8 1 40 5
F9 1 40 5
G0 0.4 40 5
G1 0.4 40 5
G2 0.4 40 5
G3 0.4 40 5
G4 0.4 0 0
G5 0.4 0 0
G6 0.4 40 5
G7 0.4 40 5
G8 0.4 40 5
G9 0.4 40 5
H0 0.4 40 5
H1 0.4 40 5
H2 0.4 40 5
H3 0.4 40 5
H4 0.4 0 0
H5 0.4 0 0
H6 0.4 40 5
H7 0.4 40 5
H8 0.4 40 5
H9 0.4 40 5
I0 0.833333 40 20
I1 0.833333 40 10
I2 0.833333 40 5
I3 0.833333 40 0
I4 0.833333 40 -10
I5 1 40 -10
I6 1 40 0
I7 1 40 5
I8 1 40 10
I9 1 40 20
J0 2 40 20
J1 2 40 10
J2 2 40 5
J3 2 40 0
J4 2 40 -10
J5 1.42857 40 -10
J6 1.42857 40 0
J7 1.42857 40 5
J8 1.42857 40 10
J9 1.42857 40 20
