XP 2.000 YB    0.5 ST 020 R1 178.408 R2 174.232 R3 167.465 R4 167.465 res/D2/data/reso_MM_Z03k.A_run1488.dat res/D2/FIDUCIAL_D2_1488.pdf
XP 2.000 YB    0.5 ST 010 R1 170.545 R2 170.109 R3 161.382 R4 161.382 res/D2/data/reso_MM_Z03k.A_run1489.dat res/D2/FIDUCIAL_D2_1489.pdf
XP 2.000 YB    0.5 ST 005 R1 149.089 R2 138.842 R3 128.493 R4 128.493 res/D2/data/reso_MM_Z03k.A_run1523.dat res/D2/FIDUCIAL_D2_1523.pdf
XP 2.000 YB    0.5 ST 000 R1 163.272 R2 149.299 R3 141.319 R4 141.319 res/D2/data/reso_MM_Z03k.A_run1513.dat res/D2/FIDUCIAL_D2_1513.pdf
XP 2.000 YB    0.5 ST -10 R1 189.519 R2 138.891 R3 132.991 R4 132.991 res/D2/data/reso_MM_Z03k.A_run1535.dat res/D2/FIDUCIAL_D2_1535.pdf
