1111   -5.0   -5.0   -5.0   -5.0
1112   -5.0   -5.0   -5.0   -5.0
1113   -5.0   -5.0   -5.0   -5.0
1115   -5.0   -5.0   -5.0   -5.0
1116   -5.0   -5.0   -5.0   -5.0
1117   -5.0   -5.0   -5.0   -5.0
1118   -5.0   -5.0   -5.0   -5.0
1119   -5.0   -5.0   -5.0   -5.0
1120   -5.0   -5.0   -5.0   -5.0
1123   -5.0   -5.0   -5.0   -5.0
1124   -5.0   -5.0   -5.0   -5.0
1125   -5.0   -5.0   -5.0   -5.0
1126   -5.0   -5.0   -5.0   -5.0
1127   -5.0   -5.0   -5.0   -5.0
1128   -5.0   -5.0   -5.0   -5.0
1129   -5.0   -5.0   -5.0   -5.0
1130   -5.0   -5.0   -5.0   -5.0
1131   -5.0   -5.0   -5.0   -5.0
1132   -5.0   -5.0   -5.0   -5.0
1133   -5.0   -5.0   -5.0   -5.0
1134   -5.0   -5.0   -5.0   -5.0
1135   -5.0   -5.0   -5.0   -5.0
1136   -5.0   -5.0   -5.0   -5.0
1137   -5.0   -5.0   -5.0   -5.0
1138   -5.0   -5.0   -5.0   -5.0
1139   -5.0   -5.0   -5.0   -5.0
1147   -5.0   -5.0   -5.0   -5.0
1148   -5.0   -5.0   -5.0   -5.0
1149   -5.0   -5.0   -5.0   -5.0
1150   -5.0   -5.0   -5.0   -5.0
1151   -5.0   -5.0   -5.0   -5.0
1152   -5.0   -5.0   -5.0   -5.0
1153   -5.0   -5.0   -5.0   -5.0
1154   -5.0   -5.0   -5.0   -5.0
1155   -5.0   -5.0   -5.0   -5.0
1156   -5.0   -5.0   -5.0   -5.0
1157   -5.0   -5.0   -5.0   -5.0
1158   -5.0   -5.0   -5.0   -5.0
1161   -5.0   -5.0   -5.0   -5.0
1162   -5.0   -5.0   -5.0   -5.0
1163   -5.0   -5.0   -5.0   -5.0
1164   -5.0   -5.0   -5.0   -5.0
1165   -5.0   -5.0   -5.0   -5.0
1166   -5.0   -5.0   -5.0   -5.0
1167   -5.0   -5.0   -5.0   -5.0
1168   -5.0   -5.0   -5.0   -5.0
1169   -5.0   -5.0   -5.0   -5.0
1170   -5.0   -5.0   -5.0   -5.0
1171   -5.0   -5.0   -5.0   -5.0
1172   -5.0   -5.0   -5.0   -5.0
1173   -5.0   -5.0   -5.0   -5.0
1174   -5.0   -5.0   -5.0   -5.0
1175   -5.0   -5.0   -5.0   -5.0
1176   -5.0   -5.0   -5.0   -5.0
1177   -5.0   -5.0   -5.0   -5.0
1178   -5.0   -5.0   -5.0   -5.0
1179   -5.0   -5.0   -5.0   -5.0
1180   -5.0   -5.0   -5.0   -5.0
1181   -5.0   -5.0   -5.0   -5.0
1182   -5.0   -5.0   -5.0   -5.0
1183   -5.0   -5.0   -5.0   -5.0
1184   -5.0   -5.0   -5.0   -5.0
1185   -5.0   -5.0   -5.0   -5.0
1186   -5.0   -5.0   -5.0   -5.0
1187   -5.0   -5.0   -5.0   -5.0
1188   -5.0   -5.0   -5.0   -5.0
1189   -5.0   -5.0   -5.0   -5.0
1190   -5.0   -5.0   -5.0   -5.0
1191   -5.0   -5.0   -5.0   -5.0
1192   -5.0   -5.0   -5.0   -5.0
1193   -5.0   -5.0   -5.0   -5.0
1194   -5.0   -5.0   -5.0   -5.0
1195   -5.0   -5.0   -5.0   -5.0
1196   -5.0   -5.0   -5.0   -5.0
1199   -5.0   -5.0   -5.0   -5.0
1205   -5.0   -5.0   -5.0   -5.0
1218   -5.0   -5.0   -5.0   -5.0
1220   -5.0   -5.0   -5.0   -5.0
1221   -5.0   -5.0   -5.0   -5.0
1223   -5.0   -5.0   -5.0   -5.0
1240   -5.0   -5.0   -5.0   -5.0
1241   -5.0   -5.0   -5.0   -5.0
1242   -5.0   -5.0   -5.0   -5.0
1243   -5.0   -5.0   -5.0   -5.0
1250   -5.0   -5.0   -5.0   -5.0
1252   -5.0   -5.0   -5.0   -5.0
1253   -5.0   -5.0   -5.0   -5.0
1254   -5.0   -5.0   -5.0   -5.0
1255   -5.0   -5.0   -5.0   -5.0
1256   -5.0   -5.0   -5.0   -5.0
1257   -5.0   -5.0   -5.0   -5.0
1258   -5.0   -5.0   -5.0   -5.0
1259   -5.0   -5.0   -5.0   -5.0
1260   -5.0   -5.0   -5.0   -5.0
1261   -5.0   -5.0   -5.0   -5.0
1262   -5.0   -5.0   -5.0   -5.0
1263   -5.0   -5.0   -5.0   -5.0
1266   -5.0   -5.0   -5.0   -5.0
1267   -5.0   -5.0   -5.0   -5.0
1268   -5.0   -5.0   -5.0   -5.0
1269   -5.0   -5.0   -5.0   -5.0
1270   -5.0   -5.0   -5.0   -5.0
1271   -5.0   -5.0   -5.0   -5.0
1273   -5.0   -5.0   -5.0   -5.0
1274   -5.0   -5.0   -5.0   -5.0
1275   -5.0   -5.0   -5.0   -5.0
1276   -5.0   -5.0   -5.0   -5.0
1277   -5.0   -5.0   -5.0   -5.0
1278   -5.0   -5.0   -5.0   -5.0
1279   -5.0   -5.0   -5.0   -5.0
1280   -5.0   -5.0   -5.0   -5.0
1281   -5.0   -5.0   -5.0   -5.0
1282   -5.0   -5.0   -5.0   -5.0
1283   -5.0   -5.0   -5.0   -5.0
1287   -5.0   -5.0   -5.0   -5.0
1290   -5.0   -5.0   -5.0   -5.0
1293   -5.0   -5.0   -5.0   -5.0
1294   -5.0   -5.0   -5.0   -5.0

1295   -3.0   +1.0   -3.0   +3.0
1296   -3.0   +3.0   -3.0   -1.5
1297   -3.0   +3.0   -3.0   -1.5
1298   -3.0   +3.0   -3.0   +3.0
1300   -3.0   +3.0   -3.0   +3.0
1302   -1.0   +3.0   -3.0   +3.0
1303   -3.0   +3.0   -3.0   +3.0
1304   -1.5   +3.0   -3.0   +3.0
1305   -3.0   +1.0   -3.0   +3.0
1306   -0.0   +3.0   -3.0   +3.0
1307   -3.0   +3.0   -3.0   +3.0
1308   -3.0   +3.0   -3.0   +3.0
1310   -3.0   -1.0   -3.0   +3.0
1311   -3.0   +3.0   -3.0   +3.0
1312   -3.0   +0.0   -3.0   +3.0
1313   -1.0   +3.0   -3.0   +3.0
1314   -3.0   +3.0   -3.0   +3.0
1315   -3.0   +0.0   -3.0   +3.0
1316   -0.0   +3.0   -3.0   +3.0
1317   -1.0   +3.0   -3.0   +3.0
1318   -5.0   +5.0   -5.0   +5.0
1319   -5.0   -5.0   -5.0   -5.0
1320   -5.0   -5.0   -5.0   -5.0
1321   -0.0   +3.0   -3.0   +3.0
1322   -3.0   +3.0   -3.0   +3.0
1323   -3.0   +3.0   -3.0   +3.0
1324   -3.0   +3.0   -3.0   +3.0
1325   -4.0   -1.0   -3.0   +3.0
1326   -2.0   +3.0   -3.0   +3.0
1327   -3.0   +3.0   -3.0   +3.0
1328   -3.0   +3.0   -3.0   +3.0
1331   -3.0   +0.0   -3.0   -1.5
1332   -4.0   +0.0   -3.0   +3.0
1333   -4.0   +0.0   -3.0   +3.0
1334   -4.0   +0.0   -3.0   +3.0
1335   -4.0   +0.0   -3.0   +3.0
1336   -4.0   +0.0   -3.0   -1.0
1337   -3.0   +3.0   -3.0   -1.0
1339   -5.0   -5.0   -5.0   -5.0
1340   -4.0   +4.0   -3.0   +3.0
1341   -4.0   +3.0   -3.0   +3.0
1342   -3.0   +3.0   -3.0   +3.0
1343   -3.0   +3.0   -4.0   -1.0
1344   -1.5   +3.0   -3.0   +3.0
1345   -3.0   +3.0   -3.0   +3.0
1346   -3.0   +3.0   -3.0   +3.0
1347   -3.0   +3.0   -3.0   +3.0
1350   -5.0   -5.0   -5.0   -5.0
1351   +2.0   +5.0   -3.0   +3.0
1352   -2.0   +3.0   -3.0   +3.0
1353   -2.0   +3.0   -3.0   +3.0
1356   -2.0   +3.0   -3.0   +3.0
1357   -2.0   +3.0   -3.0   +3.0
1358   -1.0   +3.0   -3.0   +3.0
1359   -5.0   -1.0   -3.0   +3.0
1360   -5.0   -1.0   -3.0   -1.0
1361   -4.0   +3.0   -4.0   -1.0
1362   -3.0   +3.0   -4.0   -1.0
1363   -1.5   +4.0   -4.0   -1.0
1364   -4.0   -1.0   -4.0   -1.0
1368   -3.0   +3.0   -4.0   -1.0
1369   -5.0   -5.0   -5.0   -5.0
1370   -0.0   +4.0   -4.0   -1.0
1371   -5.0   -5.0   -5.0   -5.0
1374   -0.0   +4.0   -3.0   +3.0
1375   -3.0   +1.0   -3.0   +3.0
1376   -1.0   +3.0   -3.0   +3.0
1377   -1.0   +3.0   -3.0   +3.0
1378   -4.0   -1.0   -3.0   +3.0
1379   -1.0   +1.0   -3.0   +3.0
1380   -5.0   -5.0   -5.0   -5.0
1382   -3.0   +3.0   -3.0   +3.0
1383   -3.0   +1.0   -3.0   +3.0
1384   -3.0   +1.0   -3.0   +3.0
1385   -3.0   +3.0   -3.0   +3.0
1386   -3.0   +3.0   -3.0   +3.0
1387   -1.0   +3.0   -3.0   +3.0
1388   -6.0   -1.0   -3.0   +3.0
1389   -3.0   +3.0   -3.0   +3.0
1390   -3.0   +3.0   -3.0   +3.0
1391   -3.0   +3.0   -3.0   +3.0
1392   +1.0   +5.0   -3.0   +3.0
1393   -5.0   -5.0   -5.0   -5.0
1394   -5.0   -5.0   -5.0   -5.0
1399   -3.0   +3.0   -3.0   +3.0
1400   -2.0   +4.0   -3.0   +3.0
1401   -3.0   +1.0   -3.0   +3.0
1403   -5.0   -5.0   -5.0   -5.0
1404   -3.0   +3.0   -3.0   +3.0
1405   -3.0   +0.0   -3.0   +3.0
1406   -2.0   +1.0   -3.0   +3.0
1407   -3.0   +3.0   -3.0   +3.0
1408   -3.0   +1.0   -3.0   +3.0
1409   -1.0   +3.0   -3.0   +3.0
1410   -3.0   +3.0   -3.0   +3.0
1411   -1.0   +3.0   -3.0   +3.0
1412   -0.0   +3.0   -3.0   +3.0
1413   -1.0   +3.0   -3.0   +3.0
1414   -5.0   -5.0   -5.0   -5.0
1415   -5.0   -5.0   -5.0   -5.0
1416   -5.0   -5.0   -5.0   -5.0
1417   -5.0   -5.0   -5.0   -5.0
