1293    +5.0    -5.0
1294    +5.0    -5.0
1295    -1.8    +1.8
1296    -2.5    +2.5
1297    -2.0    +2.0
1298    -2.0    +2.0
1300    -2.0    +2.0
1302    -2.0    +2.0
1303    -2.0    +2.0
1304    -2.0    +2.0
1305    -2.0    +1.0
1306    -1.0    +1.5
1307    -2.0    +2.0
1308    -2.0    +2.0
1310    -1.5    +1.5
1311    -2.0    +1.5
1312    -2.3    +1.0
1313    -2.5    +1.5
1314    -2.2    +1.5
1315    -2.0    +1.8
1316    -1.0    +1.5
1317    -2.0    +1.5
1318    +5.0    -5.0
1319    +5.0    -5.0
1320    +5.0    -5.0
1321    -0.5    +1.5
1322    -1.8    +1.8
1323    -1.8    +1.8
1324    -1.8    +1.8
1325    -2.5    +1.0
1326    -1.0    +2.0
1327    -2.0    +1.5
1328    -2.0    +2.0
1331    -2.0    +0.5
1332    -2.0    +0.5
1333    -2.0    +0.5
1334    -1.5    +1.5
1335    -2.0    +1.0
1336    -2.0    +1.0
1337    -2.5    +1.5
1339    +5.0    -5.0
1340    -2.5    +1.5
1341    -2.5    +1.5
1342    -2.0    +1.5
1343    -2.5    +1.5
1344    -1.5    +1.5
1345    -2.5    +1.5
1346    -2.4    +1.6
1347    -2.5    +2.0
1350    +5.0    -5.0
1351    -1.0    +2.0
1352    -5.0    +5.0
1353    -2.8    +1.2
1356    +5.0    -5.0
1357    -1.0    +3.2
1358    -0.8    +3.2
1359    -1.5    +0.5
1360    -1.8    +0.8
1361    -1.5    +2.5
1362    -2.0    +3.0
1363    -0.7    +2.7
1364    -2.0    +0.5
1368    -1.5    +2.5
1369    -3.5    +0.5
1370    -1.0    +2.5
1371    +5.0    -5.0
1374    -0.2    +3.2
1375    -1.0    +3.0
1376    -1.0    +3.0
1377    -1.0    +3.0
1378    -2.0    -0.5
1379    -0.0    +3.5
1380    +5.0    -5.0
1382    -1.4    +2.5
1383    -1.2    +0.6
1384    +5.0    -5.0
1385    -1.5    +2.5
1386    -1.5    +3.0
1387    -0.5    +3.0
1388    -2.0    -0.5
1389    -1.0    +3.0
1390    -1.2    +3.0
1391    -1.2    +3.0
1392    -1.0    +3.0
1393    +5.0    -5.0
1394    +5.0    -5.0
1399    -1.0    +3.0
1400    -0.5    +3.5
1401    +5.0    -5.0
1403    -3.0    +0.5
1404    -1.0    +3.0
1405    -1.0    +2.0
1406    -1.5    +1.0
1407    -1.5    +2.5
1408    -1.5    +1.0
1409    -1.0    +2.5
1410    -1.3    +2.5
1411    -1.2    +2.5
1412    -0.5    +3.2
1413    -1.0    +2.5
1414    +5.0    -5.0
1415    +5.0    -5.0
1416    +5.0    -5.0
1417    +5.0    -5.0
1418    +5.0    -5.0
1419    -0.5    +3.0
1421    -5.0    +5.0
1422    -1.0    +3.0
1424    -0.5    +3.5
1425    -0.8    +1.5
1426    -1.0    +3.0
1427    +5.0    -5.0
1428    -1.5    +2.0
1429    -1.8    +2.5
1430    -1.0    +3.0
1431    -1.8    +1.0
1432    -3.0    +1.0
1433    -1.5    +2.5
1434    -1.5    +2.5
1435    -0.8    +3.0
1436    -2.5    +0.5
1437    +5.0    -5.0
1438    +5.0    -5.0
1439    +5.0    -5.0
1440    +5.0    -5.0
1441    +5.0    -5.0
1442    -1.0    +3.0
1443    -0.0    +3.5
1444    -1.5    +2.5
1445    -1.0    +2.5
1446    -1.0    +3.0
1447    -1.5    +1.0
1448    -1.0    +3.0
1449    -1.0    +2.0
1450    -1.5    +1.5
1451    +5.0    -5.0
1452    -1.0    +3.0
1453    -0.5    +3.0
1454    -1.0    +2.0
1455    +5.0    -5.0
1456    -0.0    +3.0
1457    -1.0    +3.0
1458    -1.0    +3.0
1459    -1.0    +3.0
1460    -3.0    +1.5
1461    -0.0    +3.0
1462    -1.0    +3.0
1463    -0.8    +3.0
1464    -1.5    +0.5
