 -0.126451 143.993 215.989 215.989 215.989 1111 H2 0.4 40 5 MM Z03k.A 9.02683 11242.3 4009
 -0.120889 148.735 133.827 133.14 133.14 1112 I2 0.833333 40 5 MM Z03k.A 5.67313 11663.4 37998
 -0.32617 151.405 138.346 138.236 138.236 1116 I3 0.833333 40 0 MM Z03k.A 5.3611 10349.9 37311
 -0.328388 139.665 209.497 209.273 209.273 1117 H3 0.4 40 5 MM Z03k.A 8.42185 9947.73 5886
 -0.0936888 146.736 143.805 143.306 143.306 1123 C3 0.666667 40 5 MM Z03k.A 6.02824 9791.23 16522
 -0.0616253 141.394 139.415 139.396 139.396 1129 C4 0.666667 0 0 MM Z03k.A 5.92967 8844.43 17346
 -0.106046 138.499 123.924 124.699 124.699 1130 D4 0.666667 0 0 MM Z03k.A 6.06517 9654.5 17742
 -0.114374 124.933 179.438 171.679 171.679 1134 H4 0.4 0 0 MM Z03k.A 8.16058 10433.1 3481
 -0.126158 138.509 125.346 125.193 125.193 1135 I4 0.833333 40 -10 MM Z03k.A 5.44385 10578.2 25529
 -0.204297 141.589 129.879 130.248 130.248 1137 I4 0.833333 40 -10 MM Z03k.A 5.41249 10235.5 25616
 -0.235521 126.089 176.263 177.23 177.23 1138 H4 0.4 0 0 MM Z03k.A 8.0606 9984.42 4921
 0.0573151 207.11 174.341 173.21 173.21 1147 C5 0.666667 0 0 MM Z03k.A 5.3637 8400.52 8093
 -0.0235214 248.993 206.621 207.174 207.174 1152 G5 0.4 0 0 MM Z03k.A 3.86313 7041.58 18936
 0.0238827 195.473 167.667 166.659 166.659 1158 C6 0.666667 40 5 MM Z03k.A 5.66593 9732.31 12304
 -0.027239 255.909 213.615 214.399 214.399 1164 G6 0.4 40 5 MM Z03k.A 3.87266 6870.95 18215
 0.625669 1064.31 389.025 377.253 377.253 1170 C7 0.666667 40 5 MM Z03k.A 6.93774 16114.2 3080
 -0.0328904 673.362 468.201 481.999 481.999 1174 G7 0.4 40 5 MM Z03k.A 4.93553 11059 9052
 -0.0368591 195.038 163.626 165.425 165.425 1180 C8 0.666667 40 5 MM Z03k.A 6.3032 14219.1 5768
 0.267162 260.383 203.192 202.512 202.512 1184 G8 0.4 40 5 MM Z03k.A 5.08612 10870.1 16038
 0.0379479 200.892 172.171 169.458 169.458 1189 C9 0.666667 40 5 MM Z03k.A 4.80575 6128.25 10953
 -0.0228317 246.49 178.719 195.329 195.329 1193 G9 0.4 40 5 MM Z03k.A 2.64965 3693.36 10571
 1.23498 1184.16 778.111 752.229 752.229 1199 I2 0.833333 40 5 MM Z03k.A 6.0329 13412.6 2359
 0.102929 141.371 124.39 124.15 124.15 1220 I2 0.833333 40 5 MM Z03k.A 5.57114 10854.7 16880
 0.073872 120.099 100.636 99.9802 99.9802 1240 I2 0.833333 40 5 MM Z03k.A 5.63778 11119.5 2391
 0.0847898 119.184 101.892 103.774 103.774 1241 I2 0.833333 40 5 MM Z03k.A 5.72363 11947.1 6502
 0.0525401 121.597 106.901 102.335 102.335 1242 I2 0.833333 40 5 MM Z03k.A 5.59134 10926.8 2877
 0.20753 121.043 96.1196 97.837 97.837 1243 I2 0.833333 40 5 MM Z03k.A 5.92299 11805.2 5545
 0.449426 128.706 104.903 105.624 105.624 1250 I2 0.833333 40 5 MM Z03k.A 5.69501 10726.5 7150
 -0.0019012 1517.04 1167.26 1165.24 1165.24 1252 I2 0.833333 40 5 MM Z03k.A 6.07915 12432.7 35062
 0.838157 139.503 101.548 100.233 100.233 1263 I0 0.833333 40 20 MM Z03k.A 4.26301 7872.39 30489
 0.721001 118.762 101.165 100.466 100.466 1266 I1 0.833333 40 10 MM Z03k.A 5.85677 15223.7 29692
 0.652672 126.386 105.804 105.353 105.353 1267 I2 0.833333 40 5 MM Z03k.A 5.74491 11196.8 39807
 0.575359 127.506 108.798 109.079 109.079 1268 I3 0.833333 40 0 MM Z03k.A 5.59667 10751.3 37220
 0.49386 127.8 107.262 107.023 107.023 1269 I4 0.833333 40 -10 MM Z03k.A 5.52753 10637.7 47639
 0.743957 121.585 117.727 117.237 117.237 1276 C3 0.666667 40 5 MM Z03k.A 6.07035 9473.73 24230
 0.642394 125.037 120.945 121.016 121.016 1281 C4 0.666667 0 0 MM Z03k.A 5.9864 9054.7 27906
 0.781016 278.243 250.084 186.039 186.039 1283 I2 0.833333 40 5 MM Z03k.A 5.82974 11307.8 373
 0.889541 143.313 122.286 121.768 121.768 1287 I2 0.833333 40 5 MM Z03k.A 5.1943 7325.02 59378
 0.898783 180.234 153.782 153.49 153.49 1290 I2 0.833333 40 5 MM Z03k.A 4.34896 3743.56 62216
 -0.662991 126.288 105.895 106.843 106.843 1296 I4 0.833333 40 -10 MM Z03k.A 5.52749 6820.91 5339
 -0.327096 140.12 115.332 115.25 115.25 1297 I2 0.833333 40 5 MM Z03k.A 5.71694 7377.42 30419
 -0.246933 133.01 120.666 121.352 121.352 1298 C0 0.666667 40 5 MM Z03k.A 6.47615 23364.5 9902
 -0.0874436 114.46 98.1671 97.8367 97.8367 1300 D0 0.666667 40 5 MM Z03k.A 5.28283 7924.21 31371
 -0.594844 129.769 122.84 123.266 123.266 1302 D3 0.666667 40 5 MM Z03k.A 6.37566 7084.75 22122
 -0.693521 132.866 124.697 124.755 124.755 1303 D4 0.666667 0 0 MM Z03k.A 6.13628 6519.95 24294
 -0.270122 116.633 122.518 122.665 122.665 1307 D1 0.666667 40 5 MM Z03k.A 6.86308 9923.74 14092
 -0.144989 125.851 158.754 163.58 163.58 1308 H1 0.4 40 5 MM Z03k.A 9.50346 9515.31 2241
 -1.03393 164.927 155.205 154.269 154.269 1313 G8 0.4 40 5 MM Z03k.A 7.04403 8167.47 19159
 -0.973304 174.386 147.199 145.768 145.768 1317 C8 0.666667 40 5 MM Z03k.A 6.69451 9962.31 4850
 0.0237427 104.056 113.939 112.453 112.453 1322 C1 0.666667 40 5 MM Z03k.A 6.98136 11995.8 6657
 -0.00795117 118.09 118.83 119.175 119.175 1323 D1 0.666667 40 5 MM Z03k.A 6.87976 10195.6 9542
 -0.0432055 122.742 165.86 162.668 162.668 1327 H1 0.4 40 5 MM Z03k.A 9.62294 9921.07 1083
 0.0595706 121.722 102.37 101.55 101.55 1328 I1 0.833333 40 10 MM Z03k.A 5.96037 11068.2 17548
 -0.318376 139.268 118.879 119.022 119.022 1341 I4 0.833333 40 -10 MM Z03k.A 5.43622 6610.08 37809
 -0.22709 138.533 118.206 118.361 118.361 1342 I3 0.833333 40 0 MM Z03k.A 5.57595 6931.47 20091
 -0.125654 139.889 116.214 116.381 116.381 1343 I2 0.833333 40 5 MM Z03k.A 5.7081 7147.78 19636
 -0.282759 129.143 122.826 123.061 123.061 1346 C4 0.666667 0 0 MM Z03k.A 6.09892 6046.72 11472
 -0.186512 133.901 129.092 129.046 129.046 1347 C4 0.666667 0 0 MM Z03k.A 5.95593 5502.48 64539
 0.238146 101.443 112.438 111.019 111.019 1352 C1 0.666667 40 5 MM Z03k.A 7.04046 12024.7 4978
 0.211287 116.805 119.277 119.604 119.604 1353 D1 0.666667 40 5 MM Z03k.A 6.92762 10265.8 13101
 -0.0213345 126.498 173.766 162.199 162.199 1357 H1 0.4 40 5 MM Z03k.A 9.74515 10724.6 1622
