1111 4.29585 3.61372 10.3515 1.36315 25.176 2.48953 2.10618 1.40578 0.0491352 2.51757 2.09809 1.40395 0.0524477 2.51807 2.09 1.40241 0.0557601 2.51859 -0.0590725 2.51915 2.08191 1.40114 2.07381 1.40016 0.062385 2.51974 2.06572 1.39946 0.0656974 2.52035 2.05763 1.39904 0.0690098 2.521 2.04867 1.3989 0.0726756 2.52175
1112 4.24373 3.59632 10.3533 1.36449 25.1544 2.49688 2.10671 1.40904 0.153907 2.52919 2.09902 1.40694 0.157215 2.52974 2.09132 1.40512 0.160523 2.53032 -0.163832 2.53094 2.08362 1.40356 2.07592 1.40228 0.16714 2.53158 2.06822 1.40127 0.170448 2.53226 2.06052 1.40053 0.173756 2.53296 2.052 1.40004 0.177417 2.53378
1113 4.04618 3.73103 10.3503 1.28806 25.1472 2.47716 2.01608 1.32571 0.152051 2.51106 2.00833 1.32303 0.154594 2.51079 2.00058 1.32063 0.157137 2.51055 -0.15968 2.51034 1.99284 1.3185 1.98509 1.31666 0.162223 2.51017 1.97734 1.31509 0.164767 2.51002 1.96959 1.31381 0.16731 2.50991 1.96102 1.31271 0.170124 2.50983
1115 4.67999 3.73434 10.2446 1.33515 26.3318 2.35285 2.09573 1.38919 0.241374 2.36892 2.0862 1.38777 0.246489 2.36956 2.07668 1.38663 0.251603 2.37023 -0.256718 2.37093 2.06715 1.38577 2.05763 1.38519 0.261832 2.37167 2.0481 1.3849 0.266947 2.37244 2.03857 1.38489 0.272061 2.37324 2.02803 1.38521 0.277721 2.37417
1116 4.63889 3.71155 10.262 1.30924 26.3373 2.34878 2.08047 1.35941 0.225076 2.37228 2.07123 1.3576 0.230165 2.37288 2.06199 1.35607 0.235254 2.37352 -0.240342 2.37418 2.05276 1.35482 2.04352 1.35385 0.245431 2.37488 2.03428 1.35317 0.25052 2.37561 2.02504 1.35276 0.255609 2.37636 2.01481 1.35265 0.261241 2.37724
1117 4.6269 3.6964 10.2572 1.30424 26.3758 2.34399 2.08473 1.34732 0.145993 2.36384 2.07544 1.3453 0.151179 2.36425 2.06616 1.34355 0.156364 2.36469 -0.16155 2.36515 2.05688 1.34208 2.04759 1.3409 0.166736 2.36565 2.03831 1.33999 0.171922 2.36618 2.02903 1.33937 0.177108 2.36674 2.01875 1.33901 0.182847 2.36739
1118 4.81183 3.65913 10.3019 1.31178 27.1492 2.38761 2.03898 1.3622 0.390915 2.40799 2.02983 1.36083 0.394337 2.40803 2.02067 1.35973 0.397759 2.40811 -0.401181 2.40822 2.01151 1.35891 2.00236 1.35836 0.404602 2.40837 1.9932 1.35809 0.408024 2.40854 1.98405 1.35809 0.411446 2.40875 1.97391 1.35842 0.415233 2.40902
1119 4.89111 3.69989 10.2909 1.31057 27.2924 2.37423 2.04718 1.36791 0.40997 2.40117 2.03794 1.36684 0.413096 2.40119 2.0287 1.36605 0.416223 2.40125 -0.419349 2.40134 2.01945 1.36553 2.01021 1.3653 0.422475 2.40146 2.00097 1.36535 0.425601 2.40161 1.99173 1.36568 0.428728 2.4018 1.9815 1.36637 0.432187 2.40204
1120 4.88726 3.6755 10.2817 1.29576 27.1426 2.38936 2.05984 1.34949 0.443818 2.41172 2.05032 1.34819 0.447266 2.41176 2.04081 1.34717 0.450714 2.41183 -0.454161 2.41194 2.03129 1.34644 2.02178 1.34599 0.457609 2.41207 2.01226 1.34582 0.461057 2.41224 2.00275 1.34594 0.464505 2.41244 1.99222 1.34641 0.468321 2.4127
1123 5.10916 3.73784 10.1895 1.29745 27.261 2.34557 2.04968 1.34788 0.322889 2.37032 2.04038 1.34631 0.326917 2.37037 2.03107 1.34502 0.330944 2.37044 -0.334972 2.37055 2.02177 1.34401 2.01246 1.34328 0.338999 2.37069 2.00315 1.34282 0.343026 2.37086 1.99385 1.34265 0.347054 2.37107 1.98355 1.34279 0.351511 2.37133
1124 4.30298 3.27871 10.1665 1.28665 27.0505 2.23497 2.06671 1.33604 0.304128 2.25397 2.05529 1.33444 0.308449 2.25448 2.04386 1.33314 0.312769 2.25502 -0.31709 2.25559 2.03244 1.33214 2.02102 1.33143 0.321411 2.25619 2.00959 1.33103 0.325731 2.25682 1.99817 1.33093 0.330052 2.25748 1.98553 1.33117 0.334834 2.25826
1125 5.15021 3.75109 10.1924 1.29183 27.2309 2.36638 2.04928 1.33743 0.356081 2.39289 2.0398 1.33577 0.360134 2.39308 2.03032 1.3344 0.364187 2.3933 -0.36824 2.39356 2.02084 1.3333 2.01136 1.3325 0.372293 2.39386 2.00188 1.33197 0.376345 2.39419 1.9924 1.33174 0.380398 2.39455 1.98191 1.3318 0.384883 2.395
1126 5.16582 3.73269 10.1737 1.32522 27.2507 2.35404 2.04568 1.3716 0.37755 2.38025 2.03599 1.37034 0.381578 2.3805 2.0263 1.36936 0.385607 2.38079 -0.389635 2.38111 2.01662 1.36865 2.00693 1.36821 0.393664 2.38147 1.99725 1.36805 0.397693 2.38186 1.98756 1.36817 0.401721 2.38229 1.97684 1.36862 0.40618 2.3828
1127 5.18443 3.74374 10.177 1.28111 27.2398 2.36233 2.04334 1.32656 0.381538 2.38364 2.0338 1.32477 0.385728 2.38368 2.02427 1.32325 0.389918 2.38375 -0.394108 2.38385 2.01473 1.322 2.00519 1.32103 0.398298 2.38399 1.99566 1.32034 0.402488 2.38416 1.98612 1.31992 0.406678 2.38436 1.97556 1.31978 0.411315 2.38463
1128 5.21548 3.757 10.156 1.29874 27.2035 2.35705 2.06171 1.34969 0.351137 2.38171 2.05194 1.34847 0.355323 2.38174 2.04217 1.34753 0.359509 2.3818 -0.363695 2.38189 2.0324 1.34687 2.02263 1.34649 0.367881 2.38201 2.01286 1.34639 0.372067 2.38216 2.00309 1.34657 0.376253 2.38234 1.99227 1.34709 0.380886 2.38258
1129 5.23346 3.77884 10.1671 1.2727 27.26 2.33837 2.05572 1.3183 0.427067 2.3572 2.04591 1.31648 0.431249 2.35688 2.03609 1.31494 0.435432 2.35659 -0.439614 2.35633 2.02628 1.31368 2.01647 1.3127 0.443797 2.3561 2.00666 1.312 0.447979 2.3559 1.99684 1.31159 0.452162 2.35573 1.98599 1.31146 0.45679 2.35557
1130 5.23625 3.77892 10.1761 1.27426 27.2551 2.34932 2.04686 1.31952 0.339002 2.36846 2.03697 1.31779 0.343223 2.3683 2.02708 1.31635 0.347444 2.36817 -0.351665 2.36807 2.01719 1.31519 2.0073 1.31431 0.355886 2.368 1.99742 1.31372 0.360107 2.36796 1.98753 1.31341 0.364328 2.36795 1.97658 1.3134 0.368999 2.36797
1131 5.16428 3.7455 10.1769 1.30428 27.2435 2.35122 2.04396 1.35026 0.344338 2.37653 2.03458 1.34888 0.348509 2.37653 2.02521 1.34778 0.352679 2.37656 -0.35685 2.37663 2.01583 1.34696 2.00646 1.34643 0.36102 2.37673 1.99708 1.34618 0.365191 2.37686 1.98771 1.34622 0.369361 2.37702 1.97733 1.3466 0.373977 2.37724
1132 5.20116 3.78045 10.1839 1.30545 27.2591 2.3357 2.03429 1.35527 0.379246 2.35699 2.02475 1.354 0.383399 2.35699 2.0152 1.35301 0.387553 2.35702 -0.391707 2.35708 2.00565 1.3523 1.99611 1.35187 0.39586 2.35718 1.98656 1.35172 0.400014 2.35731 1.97702 1.35185 0.404168 2.35747 1.96645 1.35233 0.408764 2.35769
1133 5.17719 3.74697 10.1427 1.30597 27.22 2.35455 2.07871 1.35623 0.362897 2.37205 2.0695 1.35459 0.367217 2.37202 2.06028 1.35323 0.371537 2.37203 -0.375857 2.37207 2.05106 1.35214 2.04184 1.35132 0.380177 2.37214 2.03263 1.35078 0.384496 2.37225 2.02341 1.35052 0.388816 2.37239 2.01321 1.35055 0.393597 2.37258
1134 5.30697 3.77458 10.1713 1.29191 27.2617 2.35437 2.05436 1.33573 0.415435 2.37594 2.04415 1.3342 0.419723 2.37603 2.03393 1.33296 0.42401 2.37617 -0.428298 2.37633 2.02372 1.332 2.01351 1.33133 0.432585 2.37653 2.0033 1.33094 0.436873 2.37676 1.99308 1.33084 0.44116 2.37702 1.98178 1.33107 0.445905 2.37735
